fecha,Dolar A3500,Reservas internacionales,Tasa BADLAR,Tasa TAMAR,UVA,IPC mensual,IPC interanual,Dolar BNA comprador,Dolar BNA vendedor,Bitcoin USD,Trigo $/t,Trigo US$/t,Maiz $/t,Maiz US$/t,Girasol $/t,Girasol US$/t,Soja $/t,Soja US$/t,Sorgo $/t,Sorgo US$/t,Dolar BNA divisa comprador,Banda inferior,Banda superior
2000-01-03,,33070.000000,9.625000,,,,,,,,,,,,,,,,,,,,
2000-01-04,,33075.000000,8.687500,,,,,,,,,,,,,,,,,,,,
2000-01-05,,32657.000000,8.437500,,,,,,,,,,,,,,,,,,,,
2000-01-06,,32537.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-01-07,,32126.000000,7.312500,,,,,,,,,,,,,,,,,,,,
2000-01-10,,32098.000000,7.437500,,,,,,,,,,,,,,,,,,,,
2000-01-11,,32190.000000,7.437500,,,,,,,,,,,,,,,,,,,,
2000-01-12,,32326.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-01-13,,32199.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-01-14,,32073.000000,8.125000,,,,,,,,,,,,,,,,,,,,
2000-01-17,,32017.000000,7.937500,,,,,,,,,,,,,,,,,,,,
2000-01-18,,31891.000000,8.125000,,,,,,,,,,,,,,,,,,,,
2000-01-19,,31899.000000,8.062500,,,,,,,,,,,,,,,,,,,,
2000-01-20,,31974.000000,8.062500,,,,,,,,,,,,,,,,,,,,
2000-01-21,,31782.000000,8.062500,,,,,,,,,,,,,,,,,,,,
2000-01-24,,31661.000000,8.062500,,,,,,,,,,,,,,,,,,,,
2000-01-25,,31829.000000,8.312500,,,,,,,,,,,,,,,,,,,,
2000-01-26,,32478.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-01-27,,32508.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-01-28,,32365.000000,8.562500,,,,,,,,,,,,,,,,,,,,
2000-01-31,,31100.000000,8.750000,,,0.800000,-1.400000,,,,,,,,,,,,,,,,
2000-02-01,,32762.000000,8.812500,,,,,,,,,,,,,,,,,,,,
2000-02-02,,32432.000000,8.812500,,,,,,,,,,,,,,,,,,,,
2000-02-03,,33436.000000,8.937500,,,,,,,,,,,,,,,,,,,,
2000-02-04,,33671.000000,8.875000,,,,,,,,,,,,,,,,,,,,
2000-02-07,,33626.000000,9.062500,,,,,,,,,,,,,,,,,,,,
2000-02-08,,33768.000000,9.062500,,,,,,,,,,,,,,,,,,,,
2000-02-09,,33960.000000,9.000000,,,,,,,,,,,,,,,,,,,,
2000-02-10,,34123.000000,9.125000,,,,,,,,,,,,,,,,,,,,
2000-02-11,,34615.000000,8.937500,,,,,,,,,,,,,,,,,,,,
2000-02-14,,34239.000000,9.000000,,,,,,,,,,,,,,,,,,,,
2000-02-15,,33267.000000,9.062500,,,,,,,,,,,,,,,,,,,,
2000-02-16,,33415.000000,8.937500,,,,,,,,,,,,,,,,,,,,
2000-02-17,,33378.000000,8.937500,,,,,,,,,,,,,,,,,,,,
2000-02-18,,33432.000000,8.875000,,,,,,,,,,,,,,,,,,,,
2000-02-21,,33438.000000,8.875000,,,,,,,,,,,,,,,,,,,,
2000-02-22,,32889.000000,8.812500,,,,,,,,,,,,,,,,,,,,
2000-02-23,,32846.000000,8.937500,,,,,,,,,,,,,,,,,,,,
2000-02-24,,32761.000000,8.687500,,,,,,,,,,,,,,,,,,,,
2000-02-25,,32869.000000,8.562500,,,,,,,,,,,,,,,,,,,,
2000-02-28,,32569.000000,8.500000,,,,,,,,,,,,,,,,,,,,
2000-02-29,,32255.000000,8.437500,,,0.000000,-1.300000,,,,,,,,,,,,,,,,
2000-03-01,,33162.000000,8.500000,,,,,,,,,,,,,,,,,,,,
2000-03-02,,33231.000000,8.500000,,,,,,,,,,,,,,,,,,,,
2000-03-03,,33655.000000,8.437500,,,,,,,,,,,,,,,,,,,,
2000-03-06,,33585.000000,8.000000,,,,,,,,,,,,,,,,,,,,
2000-03-07,,33341.000000,7.937500,,,,,,,,,,,,,,,,,,,,
2000-03-08,,33161.000000,7.937500,,,,,,,,,,,,,,,,,,,,
2000-03-09,,33222.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2000-03-10,,33413.000000,7.687500,,,,,,,,,,,,,,,,,,,,
2000-03-13,,33239.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-03-14,,34297.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-03-15,,33905.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-03-16,,34744.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-03-17,,34361.000000,7.500000,,,,,,,,,,,,,,,,,,,,
2000-03-20,,34190.000000,7.312500,,,,,,,,,,,,,,,,,,,,
2000-03-21,,34175.000000,7.187500,,,,,,,,,,,,,,,,,,,,
2000-03-22,,34052.000000,7.437500,,,,,,,,,,,,,,,,,,,,
2000-03-23,,33960.000000,7.000000,,,,,,,,,,,,,,,,,,,,
2000-03-24,,33940.000000,6.812500,,,,,,,,,,,,,,,,,,,,
2000-03-27,,34059.000000,7.000000,,,,,,,,,,,,,,,,,,,,
2000-03-28,,33768.000000,7.312500,,,,,,,,,,,,,,,,,,,,
2000-03-29,,33439.000000,7.062500,,,,,,,,,,,,,,,,,,,,
2000-03-30,,32189.000000,7.125000,,,,,,,,,,,,,,,,,,,,
2000-03-31,,32976.000000,7.375000,,,-0.500000,-1.100000,,,,,,,,,,,,,,,,
2000-04-03,,33490.000000,7.312500,,,,,,,,,,,,,,,,,,,,
2000-04-04,,33616.000000,7.062500,,,,,,,,,,,,,,,,,,,,
2000-04-05,,34178.000000,7.187500,,,,,,,,,,,,,,,,,,,,
2000-04-06,,33874.000000,7.250000,,,,,,,,,,,,,,,,,,,,
2000-04-07,,33915.000000,7.437500,,,,,,,,,,,,,,,,,,,,
2000-04-10,,33602.000000,7.312500,,,,,,,,,,,,,,,,,,,,
2000-04-11,,33890.000000,7.312500,,,,,,,,,,,,,,,,,,,,
2000-04-12,,33886.000000,7.312500,,,,,,,,,,,,,,,,,,,,
2000-04-13,,33826.000000,7.312500,,,,,,,,,,,,,,,,,,,,
2000-04-14,,33774.000000,7.437500,,,,,,,,,,,,,,,,,,,,
2000-04-17,,33587.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-04-18,,33429.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-04-19,,33574.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-04-24,,33003.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-04-25,,31729.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-04-26,,31625.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-04-27,,31329.000000,8.062500,,,,,,,,,,,,,,,,,,,,
2000-04-28,,31182.000000,8.125000,,,,,,,,,,,,,,,,,,,,
2000-04-30,,,,,,-0.100000,-1.100000,,,,,,,,,,,,,,,,
2000-05-02,,32415.000000,8.062500,,,,,,,,,,,,,,,,,,,,
2000-05-03,,32659.000000,8.062500,,,,,,,,,,,,,,,,,,,,
2000-05-04,,32493.000000,8.187500,,,,,,,,,,,,,,,,,,,,
2000-05-05,,32813.000000,8.187500,,,,,,,,,,,,,,,,,,,,
2000-05-08,,32429.000000,8.312500,,,,,,,,,,,,,,,,,,,,
2000-05-09,,32765.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-05-10,,32679.000000,8.562500,,,,,,,,,,,,,,,,,,,,
2000-05-11,,33032.000000,8.812500,,,,,,,,,,,,,,,,,,,,
2000-05-12,,33011.000000,8.625000,,,,,,,,,,,,,,,,,,,,
2000-05-15,,32755.000000,9.125000,,,,,,,,,,,,,,,,,,,,
2000-05-16,,32570.000000,9.187500,,,,,,,,,,,,,,,,,,,,
2000-05-17,,32579.000000,9.000000,,,,,,,,,,,,,,,,,,,,
2000-05-18,,32417.000000,9.062500,,,,,,,,,,,,,,,,,,,,
2000-05-19,,32524.000000,9.000000,,,,,,,,,,,,,,,,,,,,
2000-05-22,,32308.000000,8.937500,,,,,,,,,,,,,,,,,,,,
2000-05-23,,32166.000000,9.000000,,,,,,,,,,,,,,,,,,,,
2000-05-24,,32534.000000,8.875000,,,,,,,,,,,,,,,,,,,,
2000-05-26,,32680.000000,8.750000,,,,,,,,,,,,,,,,,,,,
2000-05-29,,32703.000000,9.062500,,,,,,,,,,,,,,,,,,,,
2000-05-30,,31113.000000,9.125000,,,,,,,,,,,,,,,,,,,,
2000-05-31,,30601.000000,9.062500,,,-0.400000,-1.000000,,,,,,,,,,,,,,,,
2000-06-01,,32298.000000,8.875000,,,,,,,,,,,,,,,,,,,,
2000-06-02,,32354.000000,8.625000,,,,,,,,,,,,,,,,,,,,
2000-06-05,,32100.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-06-06,,32102.000000,7.937500,,,,,,,,,,,,,,,,,,,,
2000-06-07,,32168.000000,8.062500,,,,,,,,,,,,,,,,,,,,
2000-06-08,,32364.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-06-09,,32410.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-06-12,,32518.000000,7.687500,,,,,,,,,,,,,,,,,,,,
2000-06-13,,32419.000000,7.500000,,,,,,,,,,,,,,,,,,,,
2000-06-14,,32708.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-06-15,,32852.000000,7.687500,,,,,,,,,,,,,,,,,,,,
2000-06-16,,32769.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-06-20,,33996.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2000-06-21,,34257.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2000-06-22,,34113.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-06-23,,34132.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-06-26,,33994.000000,7.937500,,,,,,,,,,,,,,,,,,,,
2000-06-27,,33834.000000,7.937500,,,,,,,,,,,,,,,,,,,,
2000-06-28,,34662.000000,8.000000,,,,,,,,,,,,,,,,,,,,
2000-06-29,,34638.000000,8.000000,,,,,,,,,,,,,,,,,,,,
2000-06-30,,34355.000000,8.062500,,,-0.200000,-1.100000,,,,,,,,,,,,,,,,
2000-07-03,,35187.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-07-04,,35204.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-07-05,,35156.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-07-06,,35170.000000,7.687500,,,,,,,,,,,,,,,,,,,,
2000-07-07,,35266.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-07-10,,34994.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-07-11,,35165.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-07-12,,35137.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-07-13,,35207.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-07-14,,35818.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-07-17,,35944.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-07-18,,36068.000000,7.687500,,,,,,,,,,,,,,,,,,,,
2000-07-19,,36282.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-07-20,,36508.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-07-21,,37283.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2000-07-24,,34258.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2000-07-25,,34312.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2000-07-26,,34168.000000,7.937500,,,,,,,,,,,,,,,,,,,,
2000-07-27,,34187.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-07-28,,34068.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2000-07-31,,33845.000000,7.687500,,,0.400000,-0.900000,,,,,,,,,,,,,,,,
2000-08-01,,34495.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-08-02,,34643.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-08-03,,34564.000000,7.687500,,,,,,,,,,,,,,,,,,,,
2000-08-04,,34295.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-08-07,,34267.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-08-08,,33979.000000,7.500000,,,,,,,,,,,,,,,,,,,,
2000-08-09,,33874.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-08-10,,33780.000000,7.500000,,,,,,,,,,,,,,,,,,,,
2000-08-11,,33468.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-08-14,,33441.000000,7.500000,,,,,,,,,,,,,,,,,,,,
2000-08-15,,33483.000000,7.500000,,,,,,,,,,,,,,,,,,,,
2000-08-16,,33534.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-08-17,,33679.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-08-18,,33121.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-08-22,,33284.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-08-23,,33429.000000,7.562500,,,,,,,,,,,,,,,,,,,,
2000-08-24,,33193.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2000-08-25,,32678.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-08-28,,32819.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-08-29,,32007.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2000-08-30,,32062.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2000-08-31,,31831.000000,8.000000,,,-0.200000,-0.700000,,,,,,,,,,,,,,,,
2000-09-01,,32574.000000,8.000000,,,,,,,,,,,,,,,,,,,,
2000-09-04,,32589.000000,8.000000,,,,,,,,,,,,,,,,,,,,
2000-09-05,,32839.000000,8.125000,,,,,,,,,,,,,,,,,,,,
2000-09-06,,32976.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-09-07,,32967.000000,7.750000,,,,,,,,,,,,,,,,,,,,
2000-09-08,,33331.000000,8.437500,,,,,,,,,,,,,,,,,,,,
2000-09-11,,33739.000000,8.250000,,,,,,,,,,,,,,,,,,,,
2000-09-12,,33607.000000,8.250000,,,,,,,,,,,,,,,,,,,,
2000-09-13,,33620.000000,8.250000,,,,,,,,,,,,,,,,,,,,
2000-09-14,,33632.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-09-15,,33022.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-09-18,,32953.000000,8.312500,,,,,,,,,,,,,,,,,,,,
2000-09-19,,33216.000000,8.437500,,,,,,,,,,,,,,,,,,,,
2000-09-20,,33460.000000,8.687500,,,,,,,,,,,,,,,,,,,,
2000-09-21,,33956.000000,8.437500,,,,,,,,,,,,,,,,,,,,
2000-09-22,,34139.000000,8.625000,,,,,,,,,,,,,,,,,,,,
2000-09-25,,33922.000000,8.625000,,,,,,,,,,,,,,,,,,,,
2000-09-26,,34674.000000,8.812500,,,,,,,,,,,,,,,,,,,,
2000-09-27,,34950.000000,8.750000,,,,,,,,,,,,,,,,,,,,
2000-09-28,,33879.000000,8.500000,,,,,,,,,,,,,,,,,,,,
2000-09-29,,33219.000000,8.937500,,,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,-0.200000,-0.700000,,,,,,,,,,,,,,,,
2000-10-02,,33555.000000,8.812500,,,,,,,,,,,,,,,,,,,,
2000-10-03,,34352.000000,8.625000,,,,,,,,,,,,,,,,,,,,
2000-10-04,,34589.000000,8.625000,,,,,,,,,,,,,,,,,,,,
2000-10-05,,34592.000000,8.437500,,,,,,,,,,,,,,,,,,,,
2000-10-06,,34750.000000,8.375000,,,,,,,,,,,,,,,,,,,,
2000-10-09,,34735.000000,8.312500,,,,,,,,,,,,,,,,,,,,
2000-10-10,,34216.000000,8.625000,,,,,,,,,,,,,,,,,,,,
2000-10-11,,34149.000000,8.437500,,,,,,,,,,,,,,,,,,,,
2000-10-12,,34390.000000,8.750000,,,,,,,,,,,,,,,,,,,,
2000-10-13,,33926.000000,8.937500,,,,,,,,,,,,,,,,,,,,
2000-10-17,,33572.000000,9.187500,,,,,,,,,,,,,,,,,,,,
2000-10-18,,33663.000000,9.687500,,,,,,,,,,,,,,,,,,,,
2000-10-19,,33611.000000,9.625000,,,,,,,,,,,,,,,,,,,,
2000-10-20,,33535.000000,9.750000,,,,,,,,,,,,,,,,,,,,
2000-10-23,,33253.000000,9.187500,,,,,,,,,,,,,,,,,,,,
2000-10-24,,33114.000000,9.625000,,,,,,,,,,,,,,,,,,,,
2000-10-25,,32828.000000,10.062500,,,,,,,,,,,,,,,,,,,,
2000-10-26,,32702.000000,10.187500,,,,,,,,,,,,,,,,,,,,
2000-10-27,,32798.000000,10.562500,,,,,,,,,,,,,,,,,,,,
2000-10-30,,32103.000000,10.375000,,,,,,,,,,,,,,,,,,,,
2000-10-31,,31751.000000,11.125000,,,0.200000,-0.500000,,,,,,,,,,,,,,,,
2000-11-01,,32806.000000,11.250000,,,,,,,,,,,,,,,,,,,,
2000-11-02,,33108.000000,11.750000,,,,,,,,,,,,,,,,,,,,
2000-11-03,,33289.000000,12.437500,,,,,,,,,,,,,,,,,,,,
2000-11-07,,33232.000000,15.312500,,,,,,,,,,,,,,,,,,,,
2000-11-08,,33166.000000,15.625000,,,,,,,,,,,,,,,,,,,,
2000-11-09,,32957.000000,16.625000,,,,,,,,,,,,,,,,,,,,
2000-11-10,,31927.000000,14.250000,,,,,,,,,,,,,,,,,,,,
2000-11-13,,31750.000000,12.000000,,,,,,,,,,,,,,,,,,,,
2000-11-14,,31415.000000,12.000000,,,,,,,,,,,,,,,,,,,,
2000-11-15,,31013.000000,12.437500,,,,,,,,,,,,,,,,,,,,
2000-11-16,,30939.000000,12.500000,,,,,,,,,,,,,,,,,,,,
2000-11-17,,30835.000000,12.625000,,,,,,,,,,,,,,,,,,,,
2000-11-20,,30691.000000,12.812500,,,,,,,,,,,,,,,,,,,,
2000-11-21,,30922.000000,12.625000,,,,,,,,,,,,,,,,,,,,
2000-11-22,,30802.000000,12.062500,,,,,,,,,,,,,,,,,,,,
2000-11-23,,30811.000000,12.937500,,,,,,,,,,,,,,,,,,,,
2000-11-24,,29946.000000,11.687500,,,,,,,,,,,,,,,,,,,,
2000-11-27,,29777.000000,12.687500,,,,,,,,,,,,,,,,,,,,
2000-11-28,,29703.000000,12.687500,,,,,,,,,,,,,,,,,,,,
2000-11-29,,29377.000000,10.750000,,,,,,,,,,,,,,,,,,,,
2000-11-30,,29571.000000,13.125000,,,-0.500000,-0.700000,,,,,,,,,,,,,,,,
2000-12-01,,30222.000000,13.750000,,,,,,,,,,,,,,,,,,,,
2000-12-04,,30293.000000,13.437500,,,,,,,,,,,,,,,,,,,,
2000-12-05,,30772.000000,14.125000,,,,,,,,,,,,,,,,,,,,
2000-12-06,,31090.000000,15.187500,,,,,,,,,,,,,,,,,,,,
2000-12-07,,31284.000000,15.875000,,,,,,,,,,,,,,,,,,,,
2000-12-11,,31440.000000,15.500000,,,,,,,,,,,,,,,,,,,,
2000-12-12,,31251.000000,16.312500,,,,,,,,,,,,,,,,,,,,
2000-12-13,,31935.000000,16.500000,,,,,,,,,,,,,,,,,,,,
2000-12-14,,32149.000000,16.625000,,,,,,,,,,,,,,,,,,,,
2000-12-15,,31930.000000,16.750000,,,,,,,,,,,,,,,,,,,,
2000-12-18,,31941.000000,16.625000,,,,,,,,,,,,,,,,,,,,
2000-12-19,,31928.000000,16.125000,,,,,,,,,,,,,,,,,,,,
2000-12-20,,32080.000000,14.312500,,,,,,,,,,,,,,,,,,,,
2000-12-21,,34283.000000,13.312500,,,,,,,,,,,,,,,,,,,,
2000-12-22,,34654.000000,12.375000,,,,,,,,,,,,,,,,,,,,
2000-12-26,,34698.000000,12.812500,,,,,,,,,,,,,,,,,,,,
2000-12-27,,34627.000000,12.562500,,,,,,,,,,,,,,,,,,,,
2000-12-28,,,11.937500,,,,,,,,,,,,,,,,,,,,
2000-12-31,,34234.000000,,,,-0.100000,-0.700000,,,,,,,,,,,,,,,,
2001-01-02,,34591.000000,12.125000,,,,,,,,,,,,,,,,,,,,
2001-01-03,,34574.000000,11.250000,,,,,,,,,,,,,,,,,,,,
2001-01-04,,34583.000000,11.187500,,,,,,,,,,,,,,,,,,,,
2001-01-05,,34578.000000,10.062500,,,,,,,,,,,,,,,,,,,,
2001-01-08,,34753.000000,9.875000,,,,,,,,,,,,,,,,,,,,
2001-01-09,,34838.000000,9.375000,,,,,,,,,,,,,,,,,,,,
2001-01-10,,34902.000000,9.062500,,,,,,,,,,,,,,,,,,,,
2001-01-11,,34587.000000,8.812500,,,,,,,,,,,,,,,,,,,,
2001-01-12,,34878.000000,8.812500,,,,,,,,,,,,,,,,,,,,
2001-01-15,,34884.000000,8.625000,,,,,,,,,,,,,,,,,,,,
2001-01-16,,34432.000000,8.437500,,,,,,,,,,,,,,,,,,,,
2001-01-17,,34533.000000,8.312500,,,,,,,,,,,,,,,,,,,,
2001-01-18,,37380.000000,8.000000,,,,,,,,,,,,,,,,,,,,
2001-01-19,,37249.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2001-01-22,,36864.000000,7.812500,,,,,,,,,,,,,,,,,,,,
2001-01-23,,36835.000000,7.500000,,,,,,,,,,,,,,,,,,,,
2001-01-24,,36791.000000,7.625000,,,,,,,,,,,,,,,,,,,,
2001-01-25,,36807.000000,7.937500,,,,,,,,,,,,,,,,,,,,
2001-01-26,,36749.000000,7.687500,,,,,,,,,,,,,,,,,,,,
2001-01-29,,36631.000000,7.375000,,,,,,,,,,,,,,,,,,,,
2001-01-30,,36131.000000,7.375000,,,,,,,,,,,,,,,,,,,,
2001-01-31,,36153.000000,7.625000,,,0.100000,-1.500000,,,,,,,,,,,,,,,,
2001-02-01,,37086.000000,7.375000,,,,,,,,,,,,,,,,,,,,
2001-02-02,,37194.000000,7.062500,,,,,,,,,,,,,,,,,,,,
2001-02-05,,37034.000000,6.875000,,,,,,,,,,,,,,,,,,,,
2001-02-06,,36992.000000,6.687500,,,,,,,,,,,,,,,,,,,,
2001-02-07,,33764.000000,6.750000,,,,,,,,,,,,,,,,,,,,
2001-02-08,,33708.000000,6.687500,,,,,,,,,,,,,,,,,,,,
2001-02-09,,33776.000000,6.375000,,,,,,,,,,,,,,,,,,,,
2001-02-12,,33777.000000,6.125000,,,,,,,,,,,,,,,,,,,,
2001-02-13,,33598.000000,5.875000,,,,,,,,,,,,,,,,,,,,
2001-02-14,,33557.000000,6.125000,,,,,,,,,,,,,,,,,,,,
2001-02-15,,33484.000000,6.062500,,,,,,,,,,,,,,,,,,,,
2001-02-16,,33551.000000,5.937500,,,,,,,,,,,,,,,,,,,,
2001-02-19,,33550.000000,6.250000,,,,,,,,,,,,,,,,,,,,
2001-02-20,,33401.000000,5.812500,,,,,,,,,,,,,,,,,,,,
2001-02-21,,33359.000000,6.250000,,,,,,,,,,,,,,,,,,,,
2001-02-22,,33554.000000,7.000000,,,,,,,,,,,,,,,,,,,,
2001-02-23,,33879.000000,6.250000,,,,,,,,,,,,,,,,,,,,
2001-02-26,,33622.000000,6.312500,,,,,,,,,,,,,,,,,,,,
2001-02-27,,33301.000000,6.187500,,,,,,,,,,,,,,,,,,,,
2001-02-28,,33219.000000,6.312500,,,-0.200000,-1.700000,,,,,,,,,,,,,,,,
2001-03-01,,35286.000000,6.187500,,,,,,,,,,,,,,,,,,,,
2001-03-02,,35375.000000,6.437500,,,,,,,,,,,,,,,,,,,,
2001-03-05,,34708.000000,6.625000,,,,,,,,,,,,,,,,,,,,
2001-03-06,,35001.000000,6.562500,,,,,,,,,,,,,,,,,,,,
2001-03-07,,34773.000000,6.625000,,,,,,,,,,,,,,,,,,,,
2001-03-08,,34448.000000,6.750000,,,,,,,,,,,,,,,,,,,,
2001-03-09,,34353.000000,6.875000,,,,,,,,,,,,,,,,,,,,
2001-03-12,,34343.000000,6.812500,,,,,,,,,,,,,,,,,,,,
2001-03-13,,34222.000000,7.187500,,,,,,,,,,,,,,,,,,,,
2001-03-14,,34123.000000,8.125000,,,,,,,,,,,,,,,,,,,,
2001-03-15,,33698.000000,7.875000,,,,,,,,,,,,,,,,,,,,
2001-03-16,,32914.000000,15.500000,,,,,,,,,,,,,,,,,,,,
2001-03-19,,32320.000000,22.000000,,,,,,,,,,,,,,,,,,,,
2001-03-20,,31999.000000,21.250000,,,,,,,,,,,,,,,,,,,,
2001-03-21,,31660.000000,19.250000,,,,,,,,,,,,,,,,,,,,
2001-03-22,,31363.000000,26.250000,,,,,,,,,,,,,,,,,,,,
2001-03-23,,30902.000000,42.062500,,,,,,,,,,,,,,,,,,,,
2001-03-26,,30215.000000,20.437500,,,,,,,,,,,,,,,,,,,,
2001-03-27,,30241.000000,22.062500,,,,,,,,,,,,,,,,,,,,
2001-03-28,,30143.000000,19.687500,,,,,,,,,,,,,,,,,,,,
2001-03-29,,29317.000000,19.625000,,,,,,,,,,,,,,,,,,,,
2001-03-30,,29812.000000,27.437500,,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,0.200000,-1.000000,,,,,,,,,,,,,,,,
2001-04-03,,29891.000000,19.562500,,,,,,,,,,,,,,,,,,,,
2001-04-04,,30142.000000,23.437500,,,,,,,,,,,,,,,,,,,,
2001-04-05,,29969.000000,16.312500,,,,,,,,,,,,,,,,,,,,
2001-04-06,,30090.000000,13.875000,,,,,,,,,,,,,,,,,,,,
2001-04-09,,29671.000000,12.562500,,,,,,,,,,,,,,,,,,,,
2001-04-10,,30541.000000,12.062500,,,,,,,,,,,,,,,,,,,,
2001-04-11,,30502.000000,12.687500,,,,,,,,,,,,,,,,,,,,
2001-04-16,,28342.000000,16.125000,,,,,,,,,,,,,,,,,,,,
2001-04-17,,28308.000000,14.500000,,,,,,,,,,,,,,,,,,,,
2001-04-18,,28446.000000,11.500000,,,,,,,,,,,,,,,,,,,,
2001-04-19,,28319.000000,12.062500,,,,,,,,,,,,,,,,,,,,
2001-04-20,,28165.000000,31.312500,,,,,,,,,,,,,,,,,,,,
2001-04-23,,27696.000000,32.500000,,,,,,,,,,,,,,,,,,,,
2001-04-24,,27447.000000,23.937500,,,,,,,,,,,,,,,,,,,,
2001-04-25,,27155.000000,29.937500,,,,,,,,,,,,,,,,,,,,
2001-04-26,,27426.000000,22.312500,,,,,,,,,,,,,,,,,,,,
2001-04-27,,27083.000000,19.312500,,,,,,,,,,,,,,,,,,,,
2001-04-30,,26464.000000,17.062500,,,0.700000,-0.200000,,,,,,,,,,,,,,,,
2001-05-02,,26902.000000,18.750000,,,,,,,,,,,,,,,,,,,,
2001-05-03,,27185.000000,21.687500,,,,,,,,,,,,,,,,,,,,
2001-05-04,,27038.000000,18.750000,,,,,,,,,,,,,,,,,,,,
2001-05-07,,26814.000000,17.562500,,,,,,,,,,,,,,,,,,,,
2001-05-08,,26958.000000,17.312500,,,,,,,,,,,,,,,,,,,,
2001-05-09,,26750.000000,17.250000,,,,,,,,,,,,,,,,,,,,
2001-05-10,,25902.000000,17.875000,,,,,,,,,,,,,,,,,,,,
2001-05-11,,26854.000000,19.375000,,,,,,,,,,,,,,,,,,,,
2001-05-14,,27213.000000,22.937500,,,,,,,,,,,,,,,,,,,,
2001-05-15,,26772.000000,20.687500,,,,,,,,,,,,,,,,,,,,
2001-05-16,,26765.000000,16.250000,,,,,,,,,,,,,,,,,,,,
2001-05-17,,26678.000000,14.937500,,,,,,,,,,,,,,,,,,,,
2001-05-18,,26648.000000,12.812500,,,,,,,,,,,,,,,,,,,,
2001-05-21,,26275.000000,13.375000,,,,,,,,,,,,,,,,,,,,
2001-05-22,,26163.000000,11.562500,,,,,,,,,,,,,,,,,,,,
